fide_id,list_month,standard,rapid,blitz,inactive
8616990,2026-07,1954,1930,1976,1
8617007,2026-07,1899,,,1
8617015,2026-07,1849,1869,,1
8617023,2026-07,1835,,,
8617031,2026-07,1678,,,
8617040,2026-07,1794,,,1
8617058,2026-07,1916,,,1
8617066,2026-07,1843,1812,1822,
8617090,2026-07,1651,,,
8617104,2026-07,1605,,,1
8617112,2026-07,1738,,,
8617120,2026-07,2015,1893,2003,
8617139,2026-07,1747,,,
8617155,2026-07,1615,,,
8617163,2026-07,1797,,,1
8617171,2026-07,2043,1761,,
8617180,2026-07,1600,,,1
8617295,2026-07,1619,,,1
8617309,2026-07,1898,,,1
8617317,2026-07,2038,,2073,
8617325,2026-07,1823,,,1
8617333,2026-07,1785,,,1
8617341,2026-07,1783,,,1
8617350,2026-07,1753,,,
8617473,2026-07,1713,,,
8617490,2026-07,1634,,,1
8617503,2026-07,1882,,,
8617511,2026-07,1692,,,1
8617538,2026-07,1489,,,
8617546,2026-07,1779,1818,,1
8617554,2026-07,1745,,,1
8617562,2026-07,1695,1768,,1
8617570,2026-07,1824,,,1
8617589,2026-07,1693,,,1
8617597,2026-07,1810,,,1
8617600,2026-07,1959,,,1
8617619,2026-07,2033,,,
8617635,2026-07,2068,,,1
8617660,2026-07,1812,,,1
8617686,2026-07,1625,,,
8617708,2026-07,1705,,,1
8617740,2026-07,1964,1965,1977,1
8617759,2026-07,1750,,,1
8617767,2026-07,1885,,,1
8617775,2026-07,1725,,,1
8617791,2026-07,1721,,,
8617805,2026-07,1785,,,1
8617813,2026-07,1732,,,
8617821,2026-07,1792,1772,,
8617848,2026-07,1971,1911,1911,
8617856,2026-07,1734,,,
8617880,2026-07,1927,1867,1867,1
8617929,2026-07,1458,,,1
8617937,2026-07,1627,,,1
8617953,2026-07,1733,1834,1704,1
8617961,2026-07,2009,,1964,1
8617970,2026-07,1762,1789,1792,1
8617996,2026-07,2422,2348,2335,
8618011,2026-07,1611,1561,1551,
8618020,2026-07,2392,2309,2197,
8618038,2026-07,1896,,,1
8618062,2026-07,1556,,,1
8618089,2026-07,1990,1984,1988,1
8618097,2026-07,1752,,,1
8618119,2026-07,1424,1432,,1
8618151,2026-07,,,1910,
8618160,2026-07,1765,,,
8618178,2026-07,1899,1882,1872,1
8618186,2026-07,2036,1934,1934,1
8618194,2026-07,1660,,,1
8618291,2026-07,1878,,,1
8618364,2026-07,1804,1779,1737,
8618399,2026-07,2253,2065,2189,
8618402,2026-07,2264,2123,2123,
8618410,2026-07,1827,,,
8618445,2026-07,1875,1891,1870,
8618461,2026-07,2085,1916,1916,
8618470,2026-07,1828,1816,1847,1
8618488,2026-07,1990,,1942,1
8618496,2026-07,1656,1647,1698,1
8618500,2026-07,1789,1764,,
8618518,2026-07,1780,,,1
8618534,2026-07,1602,,,
8618542,2026-07,1896,,,1
8618569,2026-07,1881,,,1
8618577,2026-07,1735,,,1
8618593,2026-07,1674,1614,1659,1
8618607,2026-07,1843,,,1
8618615,2026-07,1822,,1815,1
8618623,2026-07,2321,2277,2333,
8618631,2026-07,1753,,,1
8618658,2026-07,1708,1653,1656,1
8618682,2026-07,1787,,,1
8618690,2026-07,1670,,,
8618704,2026-07,1434,,,1
8618712,2026-07,2208,2042,2247,1
8618720,2026-07,1786,1798,1793,1
8618739,2026-07,,,1432,
8618798,2026-07,1803,,,1
8618828,2026-07,1714,,,1
8618836,2026-07,1761,,,1
8618852,2026-07,1816,,,1
8618860,2026-07,2357,2340,2161,
8618879,2026-07,1778,,,1
8618887,2026-07,2321,2202,2181,
8618917,2026-07,1528,,1663,1
8618968,2026-07,1740,1680,1680,1
8618984,2026-07,1677,,,1
8618992,2026-07,1835,1847,,
8619000,2026-07,1539,1536,1533,
8619018,2026-07,1576,,,
8619034,2026-07,2109,2098,2104,1
8619050,2026-07,1559,,,
8619077,2026-07,1749,,,
8619093,2026-07,1683,,,
8619107,2026-07,2441,2258,2301,
8619140,2026-07,1788,,,1
8619166,2026-07,1899,,,1
8619174,2026-07,1452,,1653,1
8619182,2026-07,1939,,,1
8619190,2026-07,1618,1608,1671,1
8619204,2026-07,1824,,,1
8619212,2026-07,1677,,,1
8619239,2026-07,1714,,,
8619255,2026-07,1786,1808,,
8619271,2026-07,1798,,,1
8619280,2026-07,1864,,,1
8619310,2026-07,1787,,,
8619336,2026-07,1575,1515,1515,
8619344,2026-07,1635,,,
8619352,2026-07,1584,,1617,1
8619379,2026-07,1831,1834,,1
8619409,2026-07,1810,,1801,
8619417,2026-07,1836,,,1
8619425,2026-07,1776,,,1
8619450,2026-07,1594,,,
8619468,2026-07,1565,,,
8619476,2026-07,1706,,,
8619484,2026-07,1468,,1588,1
8619492,2026-07,2372,2105,2262,
8619514,2026-07,1843,1783,1783,1
8619522,2026-07,1734,1751,1748,
8619530,2026-07,1618,,,
8619549,2026-07,2199,2092,2112,
8619557,2026-07,1697,,,
8619565,2026-07,1889,,,1
8619573,2026-07,1442,1435,1402,
8619581,2026-07,1527,,,
8619590,2026-07,1414,,1528,1
8619603,2026-07,1910,,,1
8619620,2026-07,1722,,,
8619689,2026-07,1671,,,
8619697,2026-07,1755,,,1
8619700,2026-07,1830,,,
8619727,2026-07,1714,,1756,1
8619735,2026-07,1824,,,1
8619743,2026-07,1612,,,1
8619751,2026-07,1780,,,1
8619778,2026-07,1783,1750,,
8619786,2026-07,1804,,,1
8619794,2026-07,1548,,,1
8619816,2026-07,1828,,,1
8619824,2026-07,,1889,,
8619832,2026-07,1807,,,1
8619840,2026-07,1523,,,
8619859,2026-07,1885,,,
8619867,2026-07,,,1545,
8619891,2026-07,1691,,,
8619905,2026-07,1818,,,1
8619948,2026-07,1728,,,1
8619956,2026-07,1858,,,
8619964,2026-07,1732,,,1
8619972,2026-07,1716,,,1
8619999,2026-07,2332,,2208,
8620008,2026-07,1870,,,1
8620016,2026-07,1930,1870,1870,1
8620024,2026-07,1715,1655,,
8620032,2026-07,1668,,,1
8620040,2026-07,1882,,1986,1
8620059,2026-07,1854,,,1
8620067,2026-07,1951,,,1
8620075,2026-07,1759,,,1
8620091,2026-07,1617,,,1
8620105,2026-07,1837,,,
8620113,2026-07,1689,,,
8620121,2026-07,1735,,,
8620130,2026-07,1720,,,
8620148,2026-07,1842,1829,1766,
8620156,2026-07,1872,1958,1847,
8620164,2026-07,1947,,,1
8620172,2026-07,1839,,1778,1
8620210,2026-07,1746,,,
8620229,2026-07,2433,2279,2333,
8620245,2026-07,1865,,,
8620261,2026-07,1705,,,
8620270,2026-07,1979,2069,,
8620296,2026-07,1843,1761,1610,1
8620300,2026-07,1651,,,
8620318,2026-07,1677,1726,1694,
8620342,2026-07,1864,1804,1804,1
8620350,2026-07,1557,1595,1565,
8620377,2026-07,1723,1663,,1
8620407,2026-07,1758,1729,,1
8620415,2026-07,1934,,,1
8620431,2026-07,1942,1884,1964,1
8620440,2026-07,2011,1893,,
8620458,2026-07,1879,,,1
8620466,2026-07,1805,,,1
8620474,2026-07,1791,,,
8620482,2026-07,1708,1664,1648,1
8620490,2026-07,1433,,,
8620504,2026-07,1786,,,
8620512,2026-07,1750,,,
8620520,2026-07,1875,,,1
8620539,2026-07,1815,,,1
8620555,2026-07,1737,,,1
8620563,2026-07,1600,,,
8620571,2026-07,1691,,,1
8620580,2026-07,1828,,,1
8620598,2026-07,2002,,,1
8620644,2026-07,2092,,1967,1
8620652,2026-07,1644,,,1
8620660,2026-07,1717,,,1
8620679,2026-07,1870,,,1
8620687,2026-07,1918,,,1
8620695,2026-07,1798,1847,,
8620709,2026-07,1704,,,1
8620717,2026-07,1650,,,
8620733,2026-07,1947,,,1
8620750,2026-07,1947,1987,1899,
8620784,2026-07,1669,1657,1655,1
8620806,2026-07,1561,,,1
8620814,2026-07,1852,,1792,1
8620822,2026-07,1874,1991,1998,1
8620830,2026-07,1685,1871,1921,1
8620849,2026-07,1721,,1737,
8620857,2026-07,1461,,,1
8620865,2026-07,1743,1683,1683,1
8620873,2026-07,1617,,,1
8620881,2026-07,1514,,,
8620911,2026-07,2018,1869,1810,1
8620938,2026-07,1859,1837,1837,1
8620946,2026-07,2278,2287,2114,
8620954,2026-07,2249,2087,2156,
8620989,2026-07,1951,1710,1821,
8620997,2026-07,1710,1651,1785,1
8621004,2026-07,1501,,1441,1
8621012,2026-07,,1456,,
8621039,2026-07,1500,1507,1473,1
8621055,2026-07,1684,1703,1672,1
8621063,2026-07,1801,,1839,1
8621179,2026-07,1470,,,1
8621187,2026-07,1698,1544,1554,
8621195,2026-07,1595,1558,1627,1
8621209,2026-07,1965,,,1
8621217,2026-07,1717,1717,1640,
8621225,2026-07,1773,,,1
8621233,2026-07,1851,,,1
8621241,2026-07,1656,1690,,
8621268,2026-07,2400,2365,2273,
8621276,2026-07,1810,,,1
8621284,2026-07,1854,,,
8621314,2026-07,1846,,,
8621330,2026-07,1929,,1972,
8621349,2026-07,1755,1759,,1
8621357,2026-07,1785,,,1
8621365,2026-07,1839,,,1
8621381,2026-07,1720,,,1
8621403,2026-07,1582,,,1
8621411,2026-07,1663,1625,1623,1
8621420,2026-07,1732,1781,,
8621454,2026-07,1646,1614,,1
8621470,2026-07,1991,,,1
8621489,2026-07,1699,,1780,1
8621497,2026-07,1680,,1815,1
8621500,2026-07,1812,,1752,1
8621527,2026-07,1558,,,1
8621543,2026-07,1795,1735,1735,1
8621551,2026-07,1516,1668,1575,1
8621560,2026-07,1702,1708,1719,1
8621586,2026-07,1720,,,
8621640,2026-07,1918,1849,,1
8621748,2026-07,1633,1571,1561,
8621896,2026-07,1793,,,1
8621934,2026-07,1641,,,1
8622019,2026-07,1696,,,1
8622086,2026-07,,1943,,
8622116,2026-07,2092,1987,1812,
8622124,2026-07,1716,,1702,
8622132,2026-07,,1589,,
8622159,2026-07,1597,,,1
8622167,2026-07,1599,,1539,1
8622175,2026-07,1667,1647,1641,1
8622183,2026-07,1839,,,1
8622191,2026-07,1691,,,1
8622205,2026-07,1613,,,1
8622213,2026-07,1841,,,1
8622221,2026-07,1847,1795,1798,1
8622230,2026-07,1602,,,
8622256,2026-07,1813,1881,1936,1
8622272,2026-07,1847,1866,1872,1
8622280,2026-07,1761,,,1
8622310,2026-07,1590,,,
8622329,2026-07,1695,,,1
8622337,2026-07,1584,,,
8622345,2026-07,1680,,,1
8622353,2026-07,1779,1768,1793,
8622361,2026-07,1671,1599,,1
8622370,2026-07,1518,1594,1563,1
8622388,2026-07,2599,2452,2465,
8622396,2026-07,1721,,,1
8622400,2026-07,1638,,,1
8622418,2026-07,1558,,,1
8622426,2026-07,1829,1767,1767,1
8622434,2026-07,1944,,,1
8622442,2026-07,1594,,,1
8622450,2026-07,1882,1813,1906,
8622469,2026-07,1627,,,
8622477,2026-07,1623,,1677,
8622485,2026-07,1859,,,1
8622507,2026-07,1774,,,1
8622515,2026-07,1810,,,1
8622531,2026-07,1699,,,
8622566,2026-07,1898,,,1
8622574,2026-07,1662,,,1
8622582,2026-07,1753,,,1
8622639,2026-07,1627,,,
8622647,2026-07,1832,,,1
8622663,2026-07,1823,1804,1791,1
8622671,2026-07,1717,,,1
8622680,2026-07,2146,2164,1899,
8622698,2026-07,1830,,,1
8622701,2026-07,1720,,,1
8622710,2026-07,1703,,,1
8622728,2026-07,1701,,,
8622736,2026-07,1854,,,1
8622744,2026-07,1750,,,1
8622752,2026-07,1686,,,
8622795,2026-07,2123,1937,1995,
8622809,2026-07,1749,,,
8622817,2026-07,1842,,,1
8622825,2026-07,1825,,,1
8622841,2026-07,1582,,1579,
8622868,2026-07,1528,,,
8622884,2026-07,1829,,,1
8622892,2026-07,1572,,,1
8622906,2026-07,1465,,,
8622914,2026-07,1813,,,1
8622922,2026-07,1953,,,1
8622930,2026-07,1890,,,1
8622949,2026-07,1932,,,
8622957,2026-07,1458,,,
8622965,2026-07,1600,,,
8622973,2026-07,1834,1762,,
8622981,2026-07,1674,,,1
8622990,2026-07,2319,2030,2030,
8623007,2026-07,1587,,,1
8623015,2026-07,2093,,,
8623023,2026-07,1855,,,1
8623031,2026-07,1775,,,
8623058,2026-07,1897,,,1
8623066,2026-07,1810,,,
8623074,2026-07,1706,,,
8623082,2026-07,1801,,,1
8623090,2026-07,1574,,,
8623139,2026-07,1615,,,1
8623147,2026-07,1713,,,
8623155,2026-07,1697,1721,1683,
8623163,2026-07,1783,,,1
8623180,2026-07,1759,1739,,
8623198,2026-07,1564,,,
8623201,2026-07,1503,,,
8623210,2026-07,1782,,,1
8623228,2026-07,1738,,,1
8623260,2026-07,1584,,,
8623279,2026-07,1890,1924,,1
8623287,2026-07,1693,,,1
8623295,2026-07,1706,,,
8623309,2026-07,1780,,,1
8623317,2026-07,1669,,,
8623325,2026-07,2320,2314,2278,
8623333,2026-07,1671,,,
8623341,2026-07,1705,1639,1654,
8623350,2026-07,1957,,,
8623368,2026-07,2054,,,
8623384,2026-07,1850,,,1
8623392,2026-07,1819,,,1
8623406,2026-07,1867,,,1
8623414,2026-07,1864,1775,,1
8623422,2026-07,1836,,,1
8623430,2026-07,1969,,,
8623449,2026-07,1941,,,1
8623473,2026-07,1751,,,
8623490,2026-07,1696,1700,,
8623503,2026-07,1591,,1531,1
8623511,2026-07,1858,,,1
8623520,2026-07,1705,,,1
8623546,2026-07,1687,,,
8623554,2026-07,1816,,,1
8623562,2026-07,1590,,,1
8623570,2026-07,1820,,,1
8623597,2026-07,1697,,,1
8623600,2026-07,1528,,,
8623619,2026-07,1828,1820,,1
8623627,2026-07,1899,1969,,1
8623651,2026-07,1840,,,
8623660,2026-07,1927,2059,2056,1
8623678,2026-07,1619,,,1
8623708,2026-07,2236,2172,2239,
8623732,2026-07,1867,,,
8623740,2026-07,1923,,,1
8623759,2026-07,1793,,,1
8623767,2026-07,1684,,,1
8623775,2026-07,1810,,,1
8623783,2026-07,1635,,,1
8623791,2026-07,1627,,,
8623805,2026-07,1737,,,1
8623821,2026-07,1811,,,1
8623830,2026-07,1638,,,
8623848,2026-07,1790,,,1
8623856,2026-07,1470,,1506,1
8623864,2026-07,1534,,,
8623872,2026-07,1466,,,1
8623880,2026-07,1733,,,1
8623899,2026-07,1729,,1675,1
8623929,2026-07,2199,,,1
8623937,2026-07,1483,,,1
8623988,2026-07,,,1528,
8624003,2026-07,,,1455,
8624020,2026-07,1458,,,1
8624046,2026-07,1739,1679,1679,1
8624054,2026-07,1816,1806,1756,1
8624062,2026-07,1447,1464,,
8624070,2026-07,1689,1604,1604,1
8624097,2026-07,1515,,1556,
8624100,2026-07,1761,1702,1701,1
8624127,2026-07,1487,,1441,1
8624135,2026-07,1753,1725,1725,
8624151,2026-07,1589,,1593,1
8624160,2026-07,1695,1657,1635,1
8624194,2026-07,1558,1699,1536,
8624208,2026-07,1518,1464,1481,
8624224,2026-07,1812,1752,1752,1
8624232,2026-07,1570,1649,1595,1
8624267,2026-07,1472,,1508,
8624275,2026-07,,,1556,
8624305,2026-07,1531,1600,1656,1
8624321,2026-07,2136,1964,2024,
8624348,2026-07,1634,1711,1605,1
8624364,2026-07,1448,,1420,1
8624372,2026-07,1581,,1627,1
8624380,2026-07,1602,,,
8624429,2026-07,1578,1587,,
8624437,2026-07,1662,,,1
8624445,2026-07,1635,1612,,1
8624461,2026-07,1738,,1678,1
8624470,2026-07,1883,1777,1751,
8624488,2026-07,1515,,,
8624496,2026-07,1776,1716,1716,1
8624500,2026-07,1706,,1760,
8624518,2026-07,1655,,1595,1
8624534,2026-07,1572,,,1
8624542,2026-07,1770,,,
8624585,2026-07,1589,,1450,
8624607,2026-07,,,1741,
8624658,2026-07,1829,,,1
8624666,2026-07,1565,,,1
8624755,2026-07,1654,,,1
8624763,2026-07,1768,,,1
8624771,2026-07,1720,,,1
8624780,2026-07,2288,,2159,
8624798,2026-07,1935,,,1
8624801,2026-07,1765,,,1
8624810,2026-07,1720,,,
8624844,2026-07,1679,,,1
8624852,2026-07,,1697,,
8624860,2026-07,1783,,,1
8624879,2026-07,1728,,,
8624917,2026-07,1896,,,
8624950,2026-07,1632,,,
8624976,2026-07,1737,,,1
8625018,2026-07,1566,,,
8625034,2026-07,1653,,,1
8625042,2026-07,1622,,,1
8625050,2026-07,1898,1934,1853,
8625069,2026-07,1650,,,1
8625077,2026-07,1777,,,1
8625085,2026-07,1855,,,1
8625093,2026-07,1876,,1793,
8625182,2026-07,1584,,1542,
8625212,2026-07,1619,,,
8625255,2026-07,1475,,,
8625263,2026-07,1618,1663,,1
8625271,2026-07,1769,,,1
8625280,2026-07,1858,,,
8625301,2026-07,1574,,,1
8625310,2026-07,1753,,,1
8625387,2026-07,2386,2076,2296,
8625409,2026-07,1812,1730,1730,1
8625417,2026-07,2403,1759,1519,
8625425,2026-07,1650,1590,1590,
8625433,2026-07,1621,1587,1564,1
8625441,2026-07,1588,1544,1614,1
8625450,2026-07,2309,1979,1864,
8625468,2026-07,1748,1711,1688,1
8625476,2026-07,1772,1712,1712,1
8625484,2026-07,1868,1729,1739,1
8625492,2026-07,2553,2460,2422,
8625522,2026-07,1589,,,
8625573,2026-07,1619,,,1
8625603,2026-07,1710,1650,1650,1
8625611,2026-07,1721,1663,1663,1
8625620,2026-07,1576,1504,1489,1
8625638,2026-07,1612,1510,1547,
8625646,2026-07,1714,1711,1703,1
8625654,2026-07,1482,1504,,1
8625670,2026-07,1431,1579,1564,1
8625689,2026-07,1496,,1571,
8625697,2026-07,1467,1560,1502,
8625700,2026-07,1565,1624,1676,1
8625719,2026-07,1430,,1419,
8625727,2026-07,1816,,,1
8625760,2026-07,1433,1432,,1
8625778,2026-07,1806,,,
8625816,2026-07,1672,,,
8625832,2026-07,1822,,,1
8625840,2026-07,1863,,,1
8625883,2026-07,1737,,,1
8625891,2026-07,1845,,,1
8625913,2026-07,1831,,1777,1
8625921,2026-07,1819,,1776,1
8625930,2026-07,1615,,1715,1
8625948,2026-07,1611,,1642,1
8625964,2026-07,1780,,,1
8625972,2026-07,1791,,,
8625980,2026-07,1870,,,
8625999,2026-07,1641,,,
8626006,2026-07,1840,,,
8626022,2026-07,1574,1576,1659,1
8626030,2026-07,1653,,1594,
8626049,2026-07,,,1492,
8626073,2026-07,2053,1999,2095,
8626081,2026-07,1782,,,
8626111,2026-07,1714,1691,1667,1
8626146,2026-07,1572,,,1
8626200,2026-07,,1706,1732,
8626260,2026-07,2169,2090,2228,
8626286,2026-07,1682,1613,1627,1
8626316,2026-07,1714,,1592,1
8626324,2026-07,1542,1596,1584,1
8626367,2026-07,1813,,,1
8626375,2026-07,1610,,,
8626383,2026-07,1772,1712,1761,1
8626405,2026-07,1489,,,1
8626413,2026-07,1702,,,1
8626421,2026-07,2241,1883,2091,
8626430,2026-07,1702,1669,1728,
8626464,2026-07,1656,1667,1635,1
8626480,2026-07,2100,1950,1958,
8626499,2026-07,,,1458,
8626510,2026-07,,1630,,
8626553,2026-07,1921,1805,,
8626561,2026-07,1658,1669,,1
8626570,2026-07,1755,1764,,1
8626588,2026-07,1509,,,1
8626618,2026-07,1791,,,1
8626650,2026-07,1632,,,
8626820,2026-07,1724,,,1
8626855,2026-07,1652,1592,1592,1
8626880,2026-07,1731,,,1
8626901,2026-07,1789,,,1
8626910,2026-07,1687,,,1
8626928,2026-07,1478,,,
8626936,2026-07,1906,,,1
8626944,2026-07,1785,,,1
8626952,2026-07,1711,,,1
8626960,2026-07,2353,2271,2290,
8626979,2026-07,1687,,,1
8626995,2026-07,2143,1932,2128,
8627002,2026-07,1780,,,1
8627029,2026-07,1621,,1614,1
8627037,2026-07,1669,,,
8627045,2026-07,1405,,,
8627070,2026-07,1757,,,1
8627088,2026-07,1817,1842,,
8627096,2026-07,1823,,,1
8627100,2026-07,1742,,,1
8627118,2026-07,1770,,1571,1
8627134,2026-07,1591,1596,1613,
8627169,2026-07,1709,,,1
8627177,2026-07,1542,,,1
8627185,2026-07,1846,,,
8627193,2026-07,1728,,,1
8627207,2026-07,1887,1812,1701,
8627215,2026-07,2151,2176,2296,
8627258,2026-07,1774,,,1
8627266,2026-07,1691,,,1
8627282,2026-07,1625,1629,1632,
8627290,2026-07,1928,,,
8627320,2026-07,1628,,,1
8627339,2026-07,1533,,,
8627347,2026-07,1678,,,1
8627380,2026-07,1679,,,
8627410,2026-07,1904,1908,1899,
8627428,2026-07,1826,1809,,
8627436,2026-07,1860,,,
8627452,2026-07,1530,,1543,1
8627460,2026-07,1425,,,
8627479,2026-07,1507,,1449,1
8627487,2026-07,1503,,1597,1
8627517,2026-07,1890,,1836,1
8627525,2026-07,1676,,,1
8627568,2026-07,2365,2265,2264,
8627576,2026-07,1986,,,1
8627584,2026-07,1647,1623,,
8627592,2026-07,1924,,,1
8627622,2026-07,1517,,,
8627649,2026-07,1417,,,1
8627665,2026-07,1526,1545,,
8627673,2026-07,1549,,,1
8627681,2026-07,1528,,,
8627711,2026-07,1747,,,
8627720,2026-07,1687,,,1
8627738,2026-07,1643,1583,,1
8627754,2026-07,1750,,,1
8627797,2026-07,1711,,,1
8627819,2026-07,1603,,,1
8627827,2026-07,1706,,,
8627835,2026-07,1666,,,
8627843,2026-07,1704,,,1
8627851,2026-07,2035,1914,1914,
8627860,2026-07,1674,1672,1758,1
8627878,2026-07,1796,1804,1659,1
8627886,2026-07,1795,,,1
8627959,2026-07,1768,,,1
8627967,2026-07,2114,1936,1907,
8627975,2026-07,1657,,,1
8627983,2026-07,1848,,,1
8627991,2026-07,1765,,,1
8628009,2026-07,1671,,,1
8628017,2026-07,1645,,,1
8628033,2026-07,1509,,,1
8628041,2026-07,1676,,,
8628050,2026-07,1780,,,1
8628068,2026-07,1850,1777,1804,
8628092,2026-07,1842,1780,,
8628106,2026-07,1987,1806,1921,
8628114,2026-07,1702,,,
8628122,2026-07,1651,,,
8628130,2026-07,1659,1650,1632,
8628149,2026-07,1718,1716,1705,
8628165,2026-07,1800,1797,1754,
8628173,2026-07,1634,,,
8628181,2026-07,1868,,,
8628203,2026-07,1678,,,
8628211,2026-07,1706,,,1
8628238,2026-07,1638,,,1
8628246,2026-07,1725,,,1
8628254,2026-07,1704,,,
8628262,2026-07,1838,1865,1752,
8628297,2026-07,1671,,,1
8628319,2026-07,1539,,,1
8628327,2026-07,1683,,,1
8628335,2026-07,1817,,,1
8628343,2026-07,1736,,,1
8628360,2026-07,1876,,,1
8628386,2026-07,1684,,,1
8628394,2026-07,1699,,,1
8628408,2026-07,,,1626,
8628416,2026-07,1654,1594,1594,1
8628424,2026-07,1662,1663,1656,1
8628432,2026-07,1809,,,1
8628459,2026-07,1827,,,1
8628475,2026-07,1707,,,1
8628483,2026-07,1690,,,1
8628491,2026-07,1907,,,1
8628505,2026-07,1759,,,1
8628521,2026-07,1568,,,1
8628572,2026-07,1548,1575,,1
8628599,2026-07,1841,,,
8628610,2026-07,1686,1756,1733,1
8628637,2026-07,,,1554,
8628645,2026-07,1449,,1593,
8628653,2026-07,1913,1867,1867,1
8628688,2026-07,,1536,,
8628696,2026-07,1650,1590,,1
8628700,2026-07,1683,1710,,1
8628742,2026-07,1543,,1525,1
8628785,2026-07,1792,1756,1756,1
8628793,2026-07,1722,1647,1662,1
8628823,2026-07,1552,,1526,
8628874,2026-07,1711,,,
8628939,2026-07,1634,,,1
8629013,2026-07,1937,,,
8629021,2026-07,1732,,,1
8629110,2026-07,1679,1721,1745,
8629153,2026-07,1948,,,1
8629170,2026-07,1669,,,1
8629218,2026-07,1871,,,
8629269,2026-07,2077,1981,2044,
8629285,2026-07,1640,,,1
8629323,2026-07,1921,1933,1972,
8629331,2026-07,1744,,,1
8629447,2026-07,1687,,,1
8629811,2026-07,1778,,,1
8629900,2026-07,1497,1620,,1
8629919,2026-07,1780,1746,,1
8630143,2026-07,1928,1901,1977,
8630275,2026-07,1724,,,1
8630291,2026-07,,1492,1527,
8630305,2026-07,1760,1700,1700,1
8630364,2026-07,1694,1883,,1
8630429,2026-07,1775,,,1
8630437,2026-07,1725,,,1
8630453,2026-07,1892,1878,,1
8630534,2026-07,,1889,,
8630569,2026-07,1632,,,1
8630585,2026-07,1883,1883,1923,
8630666,2026-07,1642,1659,,1
8630682,2026-07,1744,,,1
8630704,2026-07,1690,,,1
8630763,2026-07,1588,1607,,
8630771,2026-07,1576,,,1
8630780,2026-07,1589,,,1
8630798,2026-07,1644,,,1
8630801,2026-07,1913,1868,1853,
8630810,2026-07,1506,,,1
8630828,2026-07,1677,,,1
8630836,2026-07,1700,1654,1633,
8630844,2026-07,1534,,,1
8630909,2026-07,1551,,,1
8630925,2026-07,1716,,1720,1
8630976,2026-07,1915,,,1
8630984,2026-07,1592,,,1
8630992,2026-07,1747,,,1
8631000,2026-07,1763,,,1
8631018,2026-07,1856,,,
8631034,2026-07,1841,1894,,1
8631042,2026-07,1521,,,1
8631050,2026-07,1651,1606,,
8631069,2026-07,1578,,,1
8631077,2026-07,1722,,,1
8631085,2026-07,1563,,,
8631093,2026-07,1499,,,1
8631115,2026-07,1414,,,1
8631123,2026-07,1623,,,1
8631131,2026-07,1523,,,
8631140,2026-07,1683,,,1
8631166,2026-07,2091,1805,1835,
8631190,2026-07,,1759,,
8631280,2026-07,,1774,,
8631301,2026-07,1672,1614,1614,1
8631310,2026-07,1876,,1828,
8631344,2026-07,1670,,,1
8631352,2026-07,1675,,,1
8631360,2026-07,,,1662,
8631379,2026-07,1918,2027,1831,
8631409,2026-07,1654,,1693,1
8631425,2026-07,1826,,1842,1
8631433,2026-07,1588,,1608,1
8631441,2026-07,1858,,1826,1
8631450,2026-07,1811,1832,1684,
8631468,2026-07,,,1506,
8631484,2026-07,1579,,,
8631514,2026-07,1773,,1827,
8631530,2026-07,1888,,,1
8631549,2026-07,1659,,,1
8631557,2026-07,1647,,,
8631590,2026-07,1612,1548,,
8631603,2026-07,2355,2260,2367,
8631611,2026-07,1997,1976,,1
8631638,2026-07,2214,2191,2218,
8631719,2026-07,1878,,,1
8631727,2026-07,1969,,,1
8631735,2026-07,2047,,,1
8631760,2026-07,,,1694,
8631778,2026-07,1851,,,1
8631786,2026-07,1764,,,1
8631794,2026-07,1521,,,1
8631808,2026-07,1615,,,1
8631816,2026-07,1689,,,1
8631824,2026-07,1706,,,1
8631832,2026-07,1775,,,1
8631840,2026-07,1761,,,1
8631859,2026-07,2436,2368,2258,
8631867,2026-07,1599,,,
8631875,2026-07,1562,,,
8631883,2026-07,1695,,,1
8631891,2026-07,2479,2453,2447,
8631905,2026-07,1651,,,1
8631913,2026-07,1605,,,1
8631921,2026-07,1731,,,1
8631930,2026-07,2456,2436,2474,
8631948,2026-07,1719,,,1
8631964,2026-07,1520,,,
8631972,2026-07,1475,,,
8631980,2026-07,1840,,,1
8631999,2026-07,1599,,,
8632006,2026-07,1584,,,
8632014,2026-07,1700,,,
8632022,2026-07,1465,,,
8632030,2026-07,1790,,,
8632049,2026-07,1705,,,
8632057,2026-07,1843,,,1
8632065,2026-07,1799,,,
8632073,2026-07,1647,,,1
8632120,2026-07,1593,,1510,1
8632146,2026-07,1731,,,1
8632154,2026-07,1677,,,1
8632170,2026-07,1684,,,1
8632189,2026-07,1905,,,
8632197,2026-07,1853,1897,1816,
8632200,2026-07,2538,2398,2469,
8632219,2026-07,1932,,,1
8632227,2026-07,1964,,,
8632235,2026-07,1437,,,
8632243,2026-07,1776,,,
8632251,2026-07,1798,,,1
8632278,2026-07,1654,,,1
8632324,2026-07,1844,,,1
8632359,2026-07,1648,,,
8632367,2026-07,1747,,,1
8632391,2026-07,1737,,,
8632405,2026-07,1682,,,
8632448,2026-07,1559,,,
8632456,2026-07,1734,,,1
8632464,2026-07,1678,,,
8632472,2026-07,1595,,,1
8632499,2026-07,1536,,,
8632510,2026-07,1709,,,1
8632545,2026-07,1685,,,1
8632553,2026-07,1619,,,
8632561,2026-07,1572,1659,1587,
